DATE,VIXCLS,CPILFESL,GOLDAMGBD228NLBM
1990-03-01,20.0622727272727273,133.5,393.6613636363636364
1990-04-01,21.4035000000000000,134.0,374.9289473684210526
1990-05-01,18.0977272727272727,134.4,368.8547619047619048
1990-06-01,16.8223809523809524,135.1,352.6571428571428571
1990-07-01,18.3928571428571429,135.8,361.8204545454545455
1990-08-01,28.1752173913043478,136.6,394.8613636363636364
1990-09-01,29.1073684210526316,137.1,389.5600000000000000
1990-10-01,29.6256521739130435,137.6,381.3326086956521739
1990-11-01,24.8857142857142857,138.0,381.8659090909090909
1990-12-01,23.3630000000000000,138.6,378.1605263157894737
1991-01-01,27.4290909090909091,139.5,384.5909090909090909
1991-02-01,21.5984210526315789,140.2,363.7475000000000000
1991-03-01,17.7442105263157895,140.5,363.3900000000000000
1991-04-01,17.3727272727272727,140.9,358.0547619047619048
1991-05-01,16.9322727272727273,141.3,357.1166666666666667
1991-06-01,17.1350000000000000,141.8,366.3600000000000000
1991-07-01,17.2940909090909091,142.3,368.0130434782608696
1991-08-01,15.6813636363636364,142.9,356.7214285714285714
1991-09-01,16.9565000000000000,143.4,348.4595238095238095
1991-10-01,16.3639130434782609,143.7,358.8260869565217391
1991-11-01,17.7735000000000000,144.2,359.9595238095238095
1991-12-01,18.3476190476190476,144.7,361.8750000000000000
1992-01-01,17.6831818181818182,145.1,354.4363636363636364
1992-02-01,17.4773684210526316,145.4,353.8525000000000000
1992-03-01,17.5204545454545455,145.9,344.6409090909090909
1992-04-01,16.5628571428571429,146.3,338.7275000000000000
1992-05-01,15.0770000000000000,146.8,337.0394736842105263
1992-06-01,15.2031818181818182,147.1,340.7840909090909091
1992-07-01,13.6018181818181818,147.6,352.4521739130434783
1992-08-01,14.4219047619047619,147.9,343.6025000000000000
1992-09-01,13.6966666666666667,148.1,345.3000000000000000
1992-10-01,17.6368181818181818,148.8,344.2772727272727273
1992-11-01,14.4245000000000000,149.2,334.9238095238095238
1992-12-01,12.1913636363636364,149.6,334.6571428571428571
1993-01-01,12.4090000000000000,150.1,328.9925000000000000
1993-02-01,13.7215789473684211,150.6,329.3100000000000000
1993-03-01,13.6060869565217391,150.8,329.9739130434782609
1993-04-01,12.8409523809523810,151.4,341.9475000000000000
1993-05-01,13.6060000000000000,151.8,367.0447368421052632
1993-06-01,12.5240909090909091,152.1,371.9136363636363636
1993-07-01,11.5004761904761905,152.3,392.0340909090909091
1993-08-01,11.9286363636363636,152.8,379.7952380952380952
1993-09-01,12.9314285714285714,152.9,355.5613636363636364
1993-10-01,11.8752380952380952,153.4,364.0047619047619048
1993-11-01,14.0838095238095238,153.9,373.9386363636363636
1993-12-01,11.3563636363636364,154.3,383.2428571428571429
1994-01-01,11.2904761904761905,154.5,387.1100000000000000
1994-02-01,13.6442105263157895,154.8,381.6575000000000000
1994-03-01,15.2234782608695652,155.3,384.0000000000000000
1994-04-01,16.4710526315789474,155.5,377.9078947368421053
1994-05-01,13.8971428571428571,155.9,381.3425000000000000
1994-06-01,13.4086363636363636,156.4,385.7136363636363636
1994-07-01,12.4845000000000000,156.7,385.4500000000000000
1994-08-01,11.8891304347826087,157.1,380.2068181818181818
1994-09-01,13.2333333333333333,157.5,391.3477272727272727
1994-10-01,15.2452380952380952,157.8,390.1642857142857143
1994-11-01,16.3838095238095238,158.2,384.3772727272727273
1994-12-01,14.1771428571428571,158.3,379.4800000000000000
1995-01-01,12.2742857142857143,159.0,378.7380952380952381
1995-02-01,11.4700000000000000,159.4,376.7450000000000000
1995-03-01,12.1665217391304348,159.9,381.8195652173913043
1995-04-01,12.4426315789473684,160.4,391.3388888888888889
1995-05-01,12.2659090909090909,160.7,385.2309523809523810
1995-06-01,11.8968181818181818,161.1,387.6181818181818182
1995-07-01,12.5140000000000000,161.4,386.1380952380952381
1995-08-01,12.7982608695652174,161.8,383.5022727272727273
1995-09-01,12.0570000000000000,162.2,382.9309523809523810
1995-10-01,14.3572727272727273,162.7,383.2022727272727273
1995-11-01,12.4690476190476190,163.0,385.2090909090909091
1995-12-01,11.7485000000000000,163.1,387.4447368421052632
1996-01-01,13.4736363636363636,163.7,398.6954545454545455
1996-02-01,15.0330000000000000,164.0,404.9190476190476190
1996-03-01,17.7623809523809524,164.4,396.5119047619047619
1996-04-01,16.5752380952380952,164.6,392.8700000000000000
1996-05-01,16.1463636363636364,165.0,391.9904761904761905
1996-06-01,16.3950000000000000,165.4,385.2450000000000000
1996-07-01,17.9786363636363636,165.7,383.4565217391304348
1996-08-01,15.7604545454545455,166.0,387.5095238095238095
1996-09-01,16.5780000000000000,166.5,383.2904761904761905
1996-10-01,16.3817391304347826,166.8,380.9086956521739130
1996-11-01,15.9970000000000000,167.2,377.8690476190476190
1996-12-01,19.2609523809523810,167.4,369.3375000000000000
1997-01-01,19.4733333333333333,167.8,355.0250000000000000
1997-02-01,20.1394736842105263,168.1,346.4000000000000000
1997-03-01,20.1700000000000000,168.4,352.3105263157894737
1997-04-01,19.6622727272727273,168.9,344.7068181818181818
1997-05-01,19.9247619047619048,169.2,344.1000000000000000
1997-06-01,20.1942857142857143,169.4,340.8047619047619048
1997-07-01,20.5290909090909091,169.7,323.7804347826086957
1997-08-01,23.0847619047619048,169.8,323.9975000000000000
1997-09-01,23.8123809523809524,170.2,322.6159090909090909
1997-10-01,23.8708695652173913,170.6,324.8543478260869565
1997-11-01,32.2061111111111111,170.8,306.3450000000000000
1997-12-01,26.2763636363636364,171.2,288.7761904761904762
1998-01-01,23.8665000000000000,171.6,289.2642857142857143
1998-02-01,19.9989473684210526,171.9,297.7425000000000000
1998-03-01,20.1586363636363636,172.2,295.8704545454545455
1998-04-01,22.0285714285714286,172.5,308.5575000000000000
1998-05-01,20.8740000000000000,172.9,298.9710526315789474
1998-06-01,21.6627272727272727,173.2,292.2227272727272727
1998-07-01,19.9300000000000000,173.5,292.8739130434782609
1998-08-01,31.5880952380952381,174.0,284.2275000000000000
1998-09-01,38.2047619047619048,174.2,288.6613636363636364
1998-10-01,36.6081818181818182,174.4,296.5954545454545455
1998-11-01,26.2230000000000000,174.8,294.2428571428571429
1998-12-01,25.4790909090909091,175.4,291.3571428571428571
1999-01-01,28.0352631578947368,175.6,287.3325000000000000
1999-02-01,28.8226315789473684,175.6,287.4950000000000000
1999-03-01,25.3095652173913043,175.7,286.2434782608695652
1999-04-01,23.4785714285714286,176.3,282.6200000000000000
1999-05-01,26.2045000000000000,176.5,276.9315789473684211
1999-06-01,23.6263636363636364,176.6,261.4022727272727273
1999-07-01,21.0490476190476190,177.1,256.1977272727272727
1999-08-01,24.3236363636363636,177.3,256.9357142857142857
1999-09-01,24.5414285714285714,177.8,264.4704545454545455
1999-10-01,24.0214285714285714,178.1,311.5619047619047619
1999-11-01,21.8180952380952381,178.4,293.6500000000000000
1999-12-01,22.1590909090909091,178.7,283.7425000000000000
2000-01-01,23.2020000000000000,179.3,284.5900000000000000
2000-02-01,23.5955000000000000,179.4,300.8547619047619048
2000-03-01,22.7182608695652174,180.0,286.7043478260869565
2000-04-01,27.1642105263157895,180.3,279.9611111111111111
2000-05-01,26.3731818181818182,180.7,275.2928571428571429
2000-06-01,21.5400000000000000,181.1,285.3681818181818182
2000-07-01,19.8930000000000000,181.5,282.1523809523809524
2000-08-01,18.0886956521739130,181.9,274.5227272727272727
2000-09-01,19.6875000000000000,182.3,273.6761904761904762
2000-10-01,25.2000000000000000,182.6,270.4045454545454545
2000-11-01,26.3828571428571429,183.1,265.9886363636363636
2000-12-01,26.5305000000000000,183.3,271.8921052631578947
2001-01-01,24.9185714285714286,183.9,265.9340909090909091
2001-02-01,23.4115789473684211,184.4,262.0175000000000000
2001-03-01,28.4968181818181818,184.7,263.2727272727272727
2001-04-01,28.1340000000000000,185.1,260.7500000000000000
2001-05-01,22.9440909090909091,185.3,272.0571428571428571
2001-06-01,20.9404761904761905,186.0,270.7380952380952381
2001-07-01,22.3161904761904762,186.4,267.7068181818181818
2001-08-01,21.8617391304347826,186.7,272.6568181818181818
2001-09-01,35.0653333333333333,187.1,282.4775000000000000
2001-10-01,32.7213043478260870,187.4,283.3217391304347826
2001-11-01,26.6309523809523810,188.1,276.2477272727272727
2001-12-01,23.7200000000000000,188.4,275.9921052631578947
2002-01-01,22.2528571428571429,188.7,281.7636363636363636
2002-02-01,22.8757894736842105,189.1,295.6825000000000000
2002-03-01,18.9850000000000000,189.2,294.3525000000000000
2002-04-01,19.9004545454545455,189.7,302.8619047619047619
2002-05-01,20.0877272727272727,190.0,314.4795454545454545
2002-06-01,25.2710000000000000,190.2,321.5361111111111111
2002-07-01,34.0495454545454545,190.5,313.5673913043478261
2002-08-01,33.7427272727272727,191.1,310.0452380952380952
2002-09-01,37.6475000000000000,191.3,318.8000000000000000
2002-10-01,35.2430434782608696,191.5,316.7478260869565217
2002-11-01,28.1750000000000000,191.9,319.2547619047619048
2002-12-01,28.2104761904761905,192.1,333.3000000000000000
2003-01-01,27.4242857142857143,192.400,356.8636363636363636
2003-02-01,32.2184210526315789,192.5,359.5750000000000000
2003-03-01,30.6342857142857143,192.5,341.5642857142857143
2003-04-01,23.9919047619047619,192.5,328.2075000000000000
2003-05-01,20.2395238095238095,192.9,355.4050000000000000
2003-06-01,20.3623809523809524,193.0,356.9119047619047619
2003-07-01,19.1613636363636364,193.4,350.7652173913043478
2003-08-01,19.2742857142857143,193.6,358.9925000000000000
2003-09-01,19.5323809523809524,193.7,378.8590909090909091
2003-10-01,18.0234782608695652,194.0,379.0934782608695652
2003-11-01,17.4010526315789474,194.0,390.2000000000000000
2003-12-01,16.8263636363636364,194.200,407.6738095238095238
2004-01-01,16.1010000000000000,194.600,414.4952380952380952
2004-02-01,15.9984210526315789,194.9,404.7300000000000000
2004-03-01,17.6873913043478261,195.5,405.9760869565217391
2004-04-01,15.6985714285714286,195.9,404.8500000000000000
2004-05-01,17.7050000000000000,196.2,383.9526315789473684
2004-06-01,15.3571428571428571,196.600,391.7795454545454545
2004-07-01,15.5023809523809524,196.8,398.4409090909090909
2004-08-01,16.6840909090909091,196.9,400.1333333333333333
2004-09-01,14.0809523809523810,197.5,405.4022727272727273
2004-10-01,14.9738095238095238,197.9,420.2095238095238095
2004-11-01,13.5771428571428571,198.3,439.0590909090909091
2004-12-01,12.4595454545454545,198.600,442.9738095238095238
2005-01-01,13.4380000000000000,199.0,424.0800000000000000
2005-02-01,11.7089473684210526,199.400,423.4300000000000000
2005-03-01,13.1263636363636364,200.100,434.3547619047619048
2005-04-01,14.4590476190476190,200.200,429.1404761904761905
2005-05-01,13.9676190476190476,200.5,422.9025000000000000
2005-06-01,11.8686363636363636,200.6,430.3022727272727273
2005-07-01,11.0490000000000000,200.9,424.7452380952380952
2005-08-01,12.9513043478260870,201.100,437.7727272727272727
2005-09-01,12.6280952380952381,201.300,455.9363636363636364
2005-10-01,14.9376190476190476,202.0,470.1071428571428571
2005-11-01,12.1476190476190476,202.5,476.6681818181818182
2005-12-01,11.2600000000000000,202.800,509.4225000000000000
2006-01-01,12.0360000000000000,203.2,549.4333333333333333
2006-02-01,12.4710526315789474,203.6,555.5175000000000000
2006-03-01,11.6939130434782609,204.300,557.2152173913043478
2006-04-01,11.8473684210526316,204.800,611.8527777777777778
2006-05-01,14.4545454545454545,205.400,676.7690476190476190
2006-06-01,16.9186363636363636,205.900,597.8977272727272727
2006-07-01,15.3260000000000000,206.300,633.0928571428571429
2006-08-01,13.3517391304347826,206.800,631.5568181818181818
2006-09-01,12.1845000000000000,207.200,600.1500000000000000
2006-10-01,11.3063636363636364,207.6,586.6477272727272727
2006-11-01,10.8176190476190476,207.800,626.8250000000000000
2006-12-01,10.9645000000000000,208.1,629.5131578947368421
2007-01-01,11.0425000000000000,208.600,630.3522727272727273
2007-02-01,11.1552631578947368,209.135,665.1025000000000000
2007-03-01,15.1627272727272727,209.418,655.8909090909090909
2007-04-01,12.9330000000000000,209.747,680.0078947368421053
2007-05-01,13.2977272727272727,210.058,668.3095238095238095
2007-06-01,14.9476190476190476,210.392,655.7142857142857143
2007-07-01,17.2733333333333333,210.773,665.2659090909090909
2007-08-01,25.0260869565217391,211.119,664.5295454545454545
2007-09-01,22.1989473684210526,211.554,710.6450000000000000
2007-10-01,19.1156521739130435,212.077,754.4804347826086957
2007-11-01,25.5823809523809524,212.660,808.3113636363636364
2007-12-01,21.6510000000000000,213.168,803.6184210526315789
2008-01-01,25.8161904761904762,213.771,887.7840909090909091
2008-02-01,25.4560000000000000,213.939,924.2833333333333333
2008-03-01,27.1035000000000000,214.420,971.0552631578947368
2008-04-01,21.5627272727272727,214.560,911.6000000000000000
2008-05-01,18.3033333333333333,214.936,889.1250000000000000
2008-06-01,22.1104761904761905,215.424,889.5357142857142857
2008-07-01,24.3213636363636364,215.965,941.1673913043478261
2008-08-01,20.6957142857142857,216.393,840.3875000000000000
2008-09-01,30.2385714285714286,216.713,824.9204545454545455
2008-10-01,61.1773913043478261,216.788,812.8152173913043478
2008-11-01,62.6394736842105263,216.947,757.8500000000000000
2008-12-01,52.4050000000000000,216.925,819.9404761904761905
2009-01-01,44.6830000000000000,217.346,857.7261904761904762
2009-02-01,45.5705263157894737,217.792,939.7625000000000000
2009-03-01,44.7954545454545455,218.253,925.9886363636363636
2009-04-01,38.0638095238095238,218.706,892.6625000000000000
2009-05-01,31.9780000000000000,218.904,926.8552631578947368
2009-06-01,29.1404545454545455,219.112,947.8068181818181818
2009-07-01,26.1627272727272727,219.263,934.2717391304347826
2009-08-01,25.3371428571428571,219.496,949.5000000000000000
2009-09-01,24.9266666666666667,219.920,996.4431818181818182
2009-10-01,24.2522727272727273,220.501,1043.5113636363636364
2009-11-01,23.7835000000000000,220.666,1126.1190476190476190
2009-12-01,21.2395454545454545,220.881,1135.0119047619047619
2010-01-01,20.6431578947368421,220.633,1119.5750000000000000
2010-02-01,22.5400000000000000,220.731,1095.8000000000000000
2010-03-01,17.7673913043478261,220.783,1115.5543478260869565
2010-04-01,17.4242857142857143,220.822,1148.4750000000000000
2010-05-01,31.9295000000000000,220.962,1204.3210526315789474
2010-06-01,29.9163636363636364,221.194,1232.3818181818181818
2010-07-01,25.5652380952380952,221.363,1196.0000000000000000
2010-08-01,24.7459090909090909,221.509,1213.4642857142857143
2010-09-01,22.5176190476190476,221.711,1271.4613636363636364
2010-10-01,20.3733333333333333,221.830,1343.1904761904761905
2010-11-01,20.0957142857142857,222.149,1371.7840909090909091
2010-12-01,17.5695454545454545,222.343,1393.5119047619047619
2011-01-01,17.3155000000000000,222.803,1360.4750000000000000
2011-02-01,17.4300000000000000,223.213,1371.3125000000000000
2011-03-01,20.7234782608695652,223.454,1422.8478260869565217
2011-04-01,16.2440000000000000,223.727,1474.4305555555555556
2011-05-01,16.9114285714285714,224.175,1512.1875000000000000
2011-06-01,19.1531818181818182,224.697,1528.3795454545454545
2011-07-01,19.2275000000000000,225.218,1568.5261904761904762
2011-08-01,35.0291304347826087,225.862,1759.5000000000000000
2011-09-01,36.5300000000000000,226.118,1780.6477272727272727
2011-10-01,32.8290476190476190,226.506,1667.8928571428571429
2011-11-01,31.9419047619047619,226.899,1735.9772727272727273
2011-12-01,25.0476190476190476,227.405,1652.7250000000000000
2012-01-01,20.2280000000000000,227.877,1656.0952380952380952
2012-02-01,18.4205000000000000,228.034,1743.0952380952380952
2012-03-01,16.1672727272727273,228.478,1675.0568181818181818
2012-04-01,17.8230000000000000,228.905,1648.5394736842105263
2012-05-01,21.0018181818181818,229.224,1585.1136363636363636
2012-06-01,21.1309523809523810,229.623,1595.6315789473684211
2012-07-01,17.5652380952380952,229.970,1592.7840909090909091
2012-08-01,15.6895652173913043,230.233,1625.6818181818181818
2012-09-01,15.2847368421052632,230.659,1741.9250000000000000
2012-10-01,16.2761904761904762,231.024,1746.3478260869565217
2012-11-01,16.7019047619047619,231.330,1724.3522727272727273
2012-12-01,17.3070000000000000,231.725,1687.3421052631578947
2013-01-01,13.5052380952380952,232.229,1671.8863636363636364
2013-02-01,14.0726315789473684,232.569,1630.6875000000000000
2013-03-01,13.0315000000000000,232.794,1591.0125000000000000
2013-04-01,13.9672727272727273,232.832,1485.9047619047619048
2013-05-01,13.4936363636363636,232.996,1416.1428571428571429
2013-06-01,17.2715000000000000,233.350,1342.7000000000000000
2013-07-01,13.9745454545454545,233.880,1284.3478260869565217
2013-08-01,14.2100000000000000,234.336,1345.0476190476190476
2013-09-01,14.6920000000000000,234.700,1348.4642857142857143
2013-10-01,15.4078260869565217,234.921,1314.4021739130434783
2013-11-01,12.9240000000000000,235.359,1277.4166666666666667
2013-12-01,14.1923809523809524,235.759,1221.5875000000000000
2014-01-01,14.2409523809523810,235.961,1243.0681818181818182
2014-02-01,15.4700000000000000,236.185,1298.7125000000000000
2014-03-01,14.8366666666666667,236.625,1336.5595238095238095
2014-04-01,14.1980952380952381,237.072,1299.1750000000000000
2014-05-01,12.4752380952380952,237.529,1288.9125000000000000
2014-06-01,11.5414285714285714,237.837,1277.8571428571428571
2014-07-01,12.2963636363636364,238.195,1312.9891304347826087
2014-08-01,13.4919047619047619,238.405,1297.0050000000000000
2014-09-01,13.4666666666666667,238.786,1241.3295454545454545
2014-10-01,18.0586956521739130,239.191,1223.5652173913043478
2014-11-01,13.4131578947368421,239.458,1176.4125000000000000
2014-12-01,16.2922727272727273,239.584,1200.4404761904761905
2015-01-01,19.1195000000000000,239.811,1249.3333333333333333
2015-02-01,15.9042105263157895,240.172,1231.1000000000000000
2015-03-01,14.8127272727272727,240.755,1180.6363636363636364
2015-04-01,13.4947619047619048,241.346,1198.2525000000000000
2015-05-01,13.3385000000000000,241.688,1197.6842105263157895
2015-06-01,14.3395454545454545,242.064,1182.2477272727272727
2015-07-01,14.3527272727272727,242.565,1131.5804347826086957
2015-08-01,19.4280952380952381,242.817,1117.5250000000000000
2015-09-01,24.3771428571428571,243.316,1124.9045454545454545
2015-10-01,16.7895454545454545,243.768,1157.1227272727272727
2015-11-01,16.2100000000000000,244.241,1088.3880952380952381
2015-12-01,18.0254545454545455,244.547,1068.3166666666666667
2016-01-01,23.7178947368421053,244.955,1095.6550000000000000
2016-02-01,22.5170000000000000,245.510,1194.8928571428571429
2016-03-01,15.8490909090909091,245.913,1246.3119047619047619
2016-04-01,14.3004761904761905,246.551,1241.4523809523809524
2016-05-01,14.8528571428571429,247.137,1259.7550000000000000
2016-06-01,17.7745454545454545,247.540,1273.5795454545454545
2016-07-01,13.1585000000000000,247.829,1337.4285714285714286
2016-08-01,12.3995652173913043,248.423,1340.8613636363636364
2016-09-01,14.2195238095238095,248.842,1326.6181818181818182
2016-10-01,14.5852380952380952,249.142,1268.9285714285714286
2016-11-01,15.2361904761904762,249.481,1240.2931818181818182
2016-12-01,12.4723809523809524,249.920,1152.1650000000000000
2017-01-01,11.6085000000000000,250.462,1192.6476190476190476
2017-02-01,11.5305263157894737,250.903,1233.3900000000000000
2017-03-01,11.8978260869565217,250.836,1231.0630434782608696
2017-04-01,13.1363157894736842,251.252,1267.1500000000000000
2017-05-01,10.8622727272727273,251.488,1245.2500000000000000
2017-06-01,10.5136363636363636,251.822,1261.2772727272727273
2017-07-01,10.2645000000000000,252.047,1235.1000000000000000
2017-08-01,11.9756521739130435,252.597,1282.0595238095238095
2017-09-01,10.4380000000000000,253.039,1317.0452380952380952
2017-10-01,10.1254545454545455,253.535,1280.6772727272727273
2017-11-01,10.5404761904761905,253.744,1283.1886363636363636
2017-12-01,10.2645000000000000,254.308,1265.6736842105263158
2018-01-01,11.0623809523809524,255.007,1332.8090909090909091
2018-02-01,22.4647368421052632,255.472,1333.7750000000000000
2018-03-01,19.0238095238095238,256.117,1325.5619047619047619
2018-04-01,18.2676190476190476,256.656,1334.3775000000000000
2018-05-01,14.1245454545454545,257.157,1303.6119047619047619
2018-06-01,13.6780952380952381,257.534,1282.1261904761904762
2018-07-01,13.1476190476190476,257.930,1238.0636363636363636
2018-08-01,12.5469565217391304,258.080,1201.8590909090909091
2018-09-01,12.9105263157894737,258.534,1199.1975000000000000
2018-10-01,19.3521739130434783,258.989,1214.7260869565217391
2018-11-01,19.3890476190476190,259.415,1221.2750000000000000
2018-12-01,24.9531578947368421,259.873,1249.8868421052631579
2019-01-01,19.5723809523809524,260.419,1291.6295454545454545
2019-02-01,15.2347368421052632,260.722,1319.7550000000000000
2019-03-01,14.4852380952380952,261.339,1302.2857142857142857
2019-04-01,12.9490476190476190,262.050,1287.6500000000000000
2019-05-01,16.7218181818181818,262.384,1283.1047619047619048
2019-06-01,15.8360000000000000,263.117,1358.4875000000000000
2019-07-01,13.3059090909090909,263.616,1414.6108695652173913
2019-08-01,18.9790909090909091,264.151,1497.1023809523809524
2019-09-01,15.5590000000000000,264.603,1510.3357142857142857
2019-10-01,15.4665217391304348,265.026,1495.0954545454545455
2019-11-01,12.5235000000000000,265.427,1471.9214285714285714
2019-12-01,13.7566666666666667,265.651,1480.0250000000000000
2020-01-01,13.9409523809523810,266.306,1560.6681818181818182
2020-02-01,19.6289473684210526,266.876,1600.4236842105263158
2020-03-01,57.7368181818181818,266.820,1593.7636363636363636
2020-04-01,41.4538095238095238,265.836,1680.0300000000000000
2020-05-01,30.8970000000000000,265.637,1715.6973684210526316
2020-06-01,31.1195454545454545,266.282,1734.0318181818181818
2020-07-01,26.8404545454545455,267.722,1840.8065217391304348
2020-08-01,22.8895238095238095,268.654,1971.1700000000000000
2020-09-01,27.6476190476190476,269.155,1923.4772727272727273
2020-10-01,29.4386363636363636,269.350,1902.5250000000000000
2020-11-01,24.9955000000000000,269.819,1869.5023809523809524
2020-12-01,22.3740909090909091,269.940,1853.7976190476190476
2021-01-01,24.9100000000000000,270.025,1869.6750000000000000
2021-02-01,23.1405263157894737,270.299,1814.0050000000000000
2021-03-01,22.1320000000000000,.,1724.4900000000000000
